,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
39870,2023,Subaru,WRX,Midsize Cars,4.0,2.4,0,0,99,12,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39871,2023,Subaru,WRX,Midsize Cars,4.0,2.4,0,0,99,12,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39872,2023,Chrysler,300 AWD,Large Cars,6.0,3.6,0,0,106,16,0,0,All-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39873,2023,Chrysler,300,Large Cars,6.0,3.6,0,0,106,16,0,0,Rear-Wheel Drive,23,17.39,18,22.22,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39874,2023,Chrysler,300,Large Cars,8.0,5.7,0,0,106,16,0,0,Rear-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39875,2023,Chrysler,300,Large Cars,8.0,6.4,0,0,106,16,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39877,2023,Dodge,Charger,Large Cars,6.0,3.6,0,0,105,16,0,0,Rear-Wheel Drive,23,17.39,18,22.22,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39878,2023,Dodge,Charger,Large Cars,8.0,5.7,0,0,105,16,0,0,Rear-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39879,2023,Dodge,Charger,Large Cars,8.0,6.4,0,0,105,16,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39880,2023,Dodge,Charger SRT Widebody,Large Cars,8.0,6.2,0,0,105,17,0,0,Rear-Wheel Drive,15,26.67,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39881,2023,Dodge,Charger AWD,Large Cars,6.0,3.6,0,0,105,16,0,0,All-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39882,2023,Dodge,Charger Widebody,Large Cars,8.0,6.4,0,0,105,17,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39883,2023,Mercedes-Benz,AMG GLA35 4matic,Small Station Wagons,4.0,2.0,0,0,99,9,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39884,2023,Mercedes-Benz,AMG GLB35 4matic,Midsize Station Wagons,4.0,2.0,0,0,125,12,0,0,All-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39885,2023,Ram,1500 Classic 2WD,Standard Pickup Trucks 2WD,6.0,3.6,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39886,2023,Ram,1500 Classic 2WD,Standard Pickup Trucks 2WD,8.0,5.7,0,0,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39888,2023,Ram,1500 Classic 4WD,Standard Pickup Trucks 4WD,6.0,3.6,0,0,0,0,0,0,4-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39889,2023,Ram,1500 Classic 4WD,Standard Pickup Trucks 4WD,8.0,5.7,0,0,0,0,0,0,4-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39890,2023,Chrysler,Pacifica AWD,Minivan - 4WD,6.0,3.6,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39891,2023,Toyota,Corolla Cross,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,32,12.5,25,16.0,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39892,2023,Jeep,Cherokee 4WD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39893,2023,Jeep,Cherokee Trailhawk 4WD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39894,2023,Toyota,Corolla Cross 4WD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,30,13.33,24,16.67,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39895,2023,Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,104,17,0,0,All-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39896,2023,Mercedes-Benz,AMG GLE63 S 4matic Plus,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39897,2023,Mercedes-Benz,AMG GLS63 4matic Plus,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,16,25.0,12,33.33,19,21.05,17,23.53,15,26.67,13,30.77,11,9
39900,2023,Mercedes-Benz,GLS600 4matic Maybach,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39901,2023,Mercedes-Benz,GLE580 4matic,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39902,2023,Mercedes-Benz,GLS580 4matic,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39903,2023,Lucid,Air G Touring XR AWD with 19 inch wheels,Large Cars,,,0,0,99,32,0,0,All-Wheel Drive,131,3.05,104,3.85,132,3.03,118,3.39,105,3.81,92,4.35,80,68
39904,2023,Lucid,Air G Touring XR AWD with 20 inch wheels,Large Cars,,,0,0,99,32,0,0,All-Wheel Drive,121,3.31,96,4.17,122,3.28,109,3.67,97,4.12,85,4.71,73,62
39905,2023,Lucid,Air G Touring XR AWD with 21 inch wheels,Large Cars,,,0,0,99,32,0,0,All-Wheel Drive,121,3.31,96,4.17,122,3.28,109,3.67,97,4.12,85,4.71,73,62
39906,2023,Lucid,Air GT P AWD with 21 inch wheels,Large Cars,,,0,0,99,32,0,0,All-Wheel Drive,111,3.6,88,4.55,111,3.6,99,4.04,88,4.55,77,5.19,66,56
39907,2023,Lucid,Air Pure AWD with 19 inch wheels,Large Cars,,,0,0,101,32,0,0,All-Wheel Drive,140,2.86,112,3.57,140,2.86,126,3.17,112,3.57,98,4.08,85,72
39908,2023,Lucid,Air Pure AWD with 20 inch wheels,Large Cars,,,0,0,101,32,0,0,All-Wheel Drive,121,3.31,96,4.17,120,3.33,108,3.7,96,4.17,84,4.76,73,62
39909,2023,Lucid,Air Touring AWD with 19 inch wheels,Large Cars,,,0,0,101,32,0,0,All-Wheel Drive,140,2.86,112,3.57,140,2.86,126,3.17,112,3.57,98,4.08,85,72
39911,2023,Lucid,Air Touring AWD with 20 inch wheels,Large Cars,,,0,0,101,32,0,0,All-Wheel Drive,121,3.31,96,4.17,120,3.33,108,3.7,96,4.17,84,4.76,73,62
39912,2023,Lucid,Air Touring AWD with 21 inch wheels,Large Cars,,,0,0,101,32,0,0,All-Wheel Drive,121,3.31,96,4.17,120,3.33,108,3.7,96,4.17,84,4.76,73,62
39913,2023,Rivian,R1T (20 inch wheels),Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,64,6.25,51,7.84,60,6.67,54,7.41,48,8.33,42,9.52,36,30
39914,2023,Rivian,R1T (21 inch wheels),Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,73,5.48,58,6.9,69,5.8,62,6.45,55,7.27,48,8.33,41,34
39915,2023,Rivian,R1T (22 inch wheels),Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,68,5.88,54,7.41,63,6.35,56,7.14,49,8.16,43,9.3,37,31
39916,2023,Rivian,R1S (20 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,64,6.25,51,7.84,60,6.67,54,7.41,48,8.33,42,9.52,36,30
39917,2023,Rivian,R1S (21 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,71,5.63,56,7.14,66,6.06,59,6.78,52,7.69,45,8.89,39,33
39918,2023,Rivian,R1S (22 inch wheels),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,68,5.88,54,7.41,63,6.35,56,7.14,49,8.16,43,9.3,37,31
39919,2023,Mercedes-Benz,AMG GT 63 4matic Plus,Compact Cars,8.0,4.0,0,0,96,13,0,0,All-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39920,2023,Mercedes-Benz,AMG GT 63 S 4matic Plus,Compact Cars,8.0,4.0,0,0,96,13,0,0,All-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39922,2023,Mercedes-Benz,AMG E63 S 4matic Plus,Midsize Cars,8.0,4.0,0,0,98,13,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39923,2023,Toyota,Crown AWD,Midsize Cars,4.0,2.4,0,0,98,13,0,0,All-Wheel Drive,30,13.33,24,16.67,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39924,2023,Toyota,Crown AWD,Midsize Cars,4.0,2.5,0,0,98,13,0,0,All-Wheel Drive,41,9.76,32,12.5,41,9.76,36,11.11,32,12.5,28,14.29,24,20
39925,2023,Mercedes-Benz,AMG E63 S 4matic Plus (SW),Midsize Station Wagons,8.0,4.0,0,0,98,35,0,0,All-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39926,2023,Ford,Escape FWD,Small Sport Utility Vehicle 2WD,3.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39927,2023,Ford,Escape FWD HEV,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,39,10.26,31,12.9,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39928,2023,Fiat,500X AWD,Small Sport Utility Vehicle 4WD,4.0,1.3,0,0,0,0,0,0,All-Wheel Drive,26,15.38,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39929,2023,Ford,F-150 Lightning 4WD Extended Range,Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,70,5.71,56,7.14,63,6.35,56,7.14,49,8.16,43,9.3,37,31
39930,2023,Ford,F-150 Lightning Platinum 4WD,Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,66,6.06,52,7.69,60,6.67,54,7.41,48,8.33,42,9.52,36,30
39931,2023,Ford,F-150 Lightning 4WD,Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,All-Wheel Drive,68,5.88,54,7.41,61,6.56,54,7.41,48,8.33,42,9.52,36,30
39938,2023,Ford,Mustang,Subcompact Cars,4.0,2.3,83,13,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39939,2023,Ford,Mustang,Subcompact Cars,8.0,5.0,83,13,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39940,2023,Ford,Mustang,Subcompact Cars,4.0,2.3,83,13,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39941,2023,Ford,Mustang Mach 1,Subcompact Cars,8.0,5.0,83,14,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39942,2023,Ford,Mustang Mach 1,Subcompact Cars,8.0,5.0,83,14,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39944,2023,Ford,Mustang,Subcompact Cars,8.0,5.0,83,13,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39945,2023,Ford,Mustang Convertible,Subcompact Cars,8.0,5.0,80,11,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39946,2023,Ford,Mustang HO Coupe,Subcompact Cars,4.0,2.3,85,12,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39947,2023,Ford,Mustang,Subcompact Cars,4.0,2.3,83,13,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39948,2023,Ford,Mustang Convertible,Subcompact Cars,4.0,2.3,80,11,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39949,2023,Ford,Mustang Convertible,Subcompact Cars,4.0,2.3,80,11,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39950,2023,Ford,Mustang Convertible,Subcompact Cars,4.0,2.3,80,11,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39951,2023,Ford,Mustang HO Coupe,Subcompact Cars,4.0,2.3,85,12,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39952,2023,Ford,Mustang HO Convertible,Subcompact Cars,4.0,2.3,85,12,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39953,2023,Ford,Mustang HO Convertible,Subcompact Cars,4.0,2.3,85,12,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39955,2023,Lexus,RC F,Subcompact Cars,8.0,5.0,79,10,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39956,2023,Nissan,GT-R,Subcompact Cars,6.0,3.8,79,9,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39957,2023,Mazda,3 4-Door 2WD,Compact Cars,4.0,2.0,0,0,93,13,0,0,Front-Wheel Drive,31,12.9,24,16.67,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39958,2023,Mazda,3 4-Door 2WD,Compact Cars,4.0,2.5,0,0,93,13,0,0,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39959,2023,Mazda,3 4-Door 4WD,Compact Cars,4.0,2.5,0,0,93,13,0,0,4-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39960,2023,Mazda,3 4-Door 4WD,Compact Cars,4.0,2.5,0,0,93,13,0,0,4-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39961,2023,Nissan,Versa,Compact Cars,4.0,1.6,0,0,89,15,0,0,Front-Wheel Drive,35,11.43,28,14.29,40,10.0,36,11.11,32,12.5,28,14.29,24,20
39962,2023,Nissan,Versa,Compact Cars,4.0,1.6,0,0,89,15,0,0,Front-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39963,2023,Honda,Accord Hybrid Sport/Touring,Midsize Cars,4.0,2.0,0,0,103,17,0,0,Front-Wheel Drive,44,9.09,35,11.43,41,9.76,36,11.11,32,12.5,28,14.29,24,20
39964,2023,Toyota,Prius,Midsize Cars,4.0,2.0,0,0,0,0,91,24,Front-Wheel Drive,57,7.02,45,8.89,56,7.14,50,8.0,44,9.09,38,10.53,33,28
39966,2023,Toyota,Prius AWD,Midsize Cars,4.0,2.0,0,0,0,0,91,24,Part-time 4-Wheel Drive,54,7.41,43,9.3,54,7.41,48,8.33,42,9.52,36,11.11,31,26
39967,2023,Toyota,Prius AWD XLE/LTD,Midsize Cars,4.0,2.0,0,0,0,0,91,24,Part-time 4-Wheel Drive,49,8.16,39,10.26,50,8.0,45,8.89,40,10.0,35,11.43,30,25
39968,2023,Toyota,Prius XLE/LTD,Midsize Cars,4.0,2.0,0,0,0,0,91,24,Front-Wheel Drive,52,7.69,41,9.76,52,7.69,46,8.7,40,10.0,35,11.43,30,25
39969,2023,Honda,Accord,Large Cars,4.0,1.5,0,0,106,17,0,0,Front-Wheel Drive,32,12.5,25,16.0,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39970,2023,Honda,Accord Hybrid,Large Cars,4.0,2.0,0,0,106,17,0,0,Front-Wheel Drive,48,8.33,38,10.53,44,9.09,39,10.26,34,11.76,29,13.79,25,21
39971,2023,Ford,Maverick FWD,Small Pickup Trucks 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39972,2023,Ford,Maverick HEV FWD,Small Pickup Trucks 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,37,10.81,29,13.79,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39973,2023,Ford,Maverick AWD,Small Pickup Trucks 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39974,2023,Ford,Maverick Tremor AWD,Small Pickup Trucks 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39975,2023,Ram,1500 HFE 2WD,Standard Pickup Trucks 2WD,6.0,3.6,0,0,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39977,2023,Ford,Transit Connect Van FWD,Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39978,2023,Ford,Transit Connect Wagon LWB FWD,Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,26,15.38,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39979,2023,Chrysler,Pacifica,Minivan - 2WD,6.0,3.6,0,0,0,0,0,0,Front-Wheel Drive,22,18.18,17,23.53,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39980,2023,Chrysler,Voyager,Minivan - 2WD,6.0,3.6,0,0,0,0,0,0,Front-Wheel Drive,22,18.18,17,23.53,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39981,2023,Honda,Pilot FWD,Small Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Front-Wheel Drive,22,18.18,17,23.53,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39982,2023,Hyundai,Tucson FWD,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39983,2023,Lincoln,Nautilus FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39984,2023,Lincoln,Nautilus FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39985,2023,Lincoln,Corsair FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39986,2023,Nissan,Rogue FWD,Small Sport Utility Vehicle 2WD,3.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,33,12.12,26,15.38,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39988,2023,Nissan,Rogue FWD SL/Platinum,Small Sport Utility Vehicle 2WD,3.0,1.5,0,0,0,0,0,0,Front-Wheel Drive,32,12.5,25,16.0,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39989,2023,Dodge,Hornet AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39990,2023,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39991,2023,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39992,2023,Ford,Edge AWD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39993,2023,Ford,Bronco Sport 4WD,Small Sport Utility Vehicle 4WD,3.0,1.5,0,0,0,0,0,0,All-Wheel Drive,26,15.38,20,20.0,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39994,2023,Ford,Bronco Sport 4WD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39995,2023,Ford,Escape AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39996,2023,Ford,Escape AWD,Small Sport Utility Vehicle 4WD,3.0,1.5,0,0,0,0,0,0,All-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39997,2023,Ford,Escape AWD HEV,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,39,10.26,31,12.9,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39999,2023,Jeep,Compass 4WD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
40000,2023,Lexus,RX 500h AWD,Small Sport Utility Vehicle 4WD,4.0,2.4,0,0,0,0,0,0,All-Wheel Drive,27,14.81,21,19.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
40001,2023,Lexus,RX 350h AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,36,11.11,28,14.29,34,11.76,30,13.33,26,15.38,22,18.18,19,16
40002,2023,Lincoln,Nautilus AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40003,2023,Lincoln,Nautilus AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40004,2023,Lincoln,Nautilus AWD,Small Sport Utility Vehicle 4WD,6.0,2.7,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40005,2023,Lincoln,Corsair AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
40006,2023,Nissan,Rogue AWD,Small Sport Utility Vehicle 4WD,3.0,1.5,0,0,0,0,0,0,All-Wheel Drive,31,12.9,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
40007,2023,Nissan,Rogue AWD SL/Platinum,Small Sport Utility Vehicle 4WD,3.0,1.5,0,0,0,0,0,0,All-Wheel Drive,31,12.9,24,16.67,34,11.76,30,13.33,26,15.38,22,18.18,19,16
40008,2023,Ford,Explorer RWD,Standard Sport Utility Vehicle 2WD,4.0,2.3,0,0,0,0,0,0,Rear-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
40011,2023,Ford,Explorer RWD,Standard Sport Utility Vehicle 2WD,6.0,3.0,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40012,2023,Ford,Explorer RWD,Standard Sport Utility Vehicle 2WD,6.0,3.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40013,2023,Ford,Expedition 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40014,2023,Ford,Explorer Platinum HEV RWD,Standard Sport Utility Vehicle 2WD,6.0,3.3,0,0,0,0,0,0,Rear-Wheel Drive,26,15.38,20,20.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40015,2023,Ford,Explorer HEV RWD,Standard Sport Utility Vehicle 2WD,6.0,3.3,0,0,0,0,0,0,Rear-Wheel Drive,27,14.81,21,19.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
40016,2023,Ford,Explorer RWD,Standard Sport Utility Vehicle 2WD,4.0,2.3,0,0,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
40017,2023,Ford,Expedition 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40018,2023,Lincoln,Navigator 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40019,2023,Lincoln,Navigator 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.5,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40020,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
